ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,92262 4 92779 9 93298 11 93816 12 94335 13 94853 14 95372 13 95890 14 96409 14 96929 14 97448 13 97968 12 98487 12 99007 10 99526 10 100046 7 100567 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,115117 2 115634 6 116151 9 116669 10 117187 12 117706 12 118224 13 118742 14 119261 14 119779 15 120298 15 120816 15 121335 15 121854 15 122372 16 122891 15 123409 16 123928 16 124447 15 124966 15 125485 14 126004 14 126523 13 127043 12 127562 10 128083 1 128086 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,21179 8 21696 12 22213 15 22731 17 23249 18 23768 19 24286 20 24805 20 25323 21 25842 21 26360 22 26879 22 27397 23 27916 23 28434 23 28953 23 29472 23 29991 22 30509 23 31029 21 31547 22 32066 21 32586 19 33105 18 33625 15 34144 13 34665 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,48680 4 49197 8 49716 8 50234 10 50753 9 51271 10 51791 10 52310 10 52831 7 53351 6 53872 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,68440 2 68951 12 69468 15 69987 17 70505 18 71025 18 71544 17 72065 15 72587 11 73107 10 73628 1 73631 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,452 16 970 17 1490 16 2009 15 2529 14 3048 14 3568 12 4087 12 4608 9 5128 7 5648 6 6167 5 6688 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,26938 12 27455 16 27972 19 28490 21 28520 7 29008 22 29037 11 29526 24 29554 14 30045 25 30071 17 30563 44 31082 45 31600 46 32119 46 32637 48 33156 48 33675 48 34194 47 34712 48 35231 49 35750 49 36269 49 36788 49 37307 49 37827 19 37847 27 38346 17 38367 26 38866 15 38886 25 39387 11 39406 23 39909 1 39911 2 39925 22 40445 20 40966 16 41487 1 41490 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,51360 1 51877 5 52394 8 52913 8 53431 10 53950 10 54469 11 54988 11 55507 11 56026 12 56546 11 57065 11 57584 11 58104 10 58623 10 59142 10 59661 11 60180 11 60699 10 61219 9 61738 9 62257 9 62777 8 63296 8 63816 6 64336 5 64857 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,45672 1 46189 3 46708 3 47226 4 47745 4 48263 5 48782 5 49301 5 49820 5 50339 5 50857 6 51377 5 51896 5 52416 4 52937 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,1793 1 2049 3 2087 3 2305 4 2339 9 2561 5 2581 1 2593 12 2817 6 2834 6 2849 13 3073 7 3088 9 3104 15 3329 8 3341 13 3360 16 3585 9 3595 16 3616 17 3841 27 3872 17 4097 28 4127 19 4353 49 4609 50 4865 50 5121 50 5377 50 5633 49 5889 5 5896 42 6145 4 6153 40 6401 2 6410 39 6667 36 6923 34 7180 16 7199 12 7437 13 7694 11 7952 2 7957 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,13569 2 13825 5 14081 7 14337 7 14593 8 14849 7 15105 7 15361 7 15617 7 15873 7 16129 7 16385 7 16641 6 16897 6 17153 5 17409 4 17665 3 17921 3 18177 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,34561 1 34817 3 35073 3 35329 4 35585 4 35841 5 36097 5 36353 4 36609 4 36865 4 37121 3 37377 3 37633 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,43009 5 43265 7 43521 9 43777 10 44033 10 44289 11 44545 10 44801 10 45057 8 45315 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,52993 1 53249 3 53505 3 53761 4 54017 4 54273 5 54529 5 54785 5 55041 6 55297 6 55553 6 55809 5 56065 5 56321 5 56577 5 56833 4 57089 4 57345 3 57601 3 57857 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,59137 1 59393 3 59649 3 59905 4 60161 3 60417 3 60673 3 60929 4 61185 4 61441 5 61697 5 61953 5 62209 5 62465 6 62721 5 62977 5 63233 5 63489 5 63745 4 64001 4 64257 4 64513 3 64769 3 65025 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51725 2 51979 6 52234 7 52490 8 52745 9 53001 9 53256 10 53512 9 53769 8 54025 7 54282 5 54538 5 54796 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36650 2 36904 6 37160 8 37415 10 37671 10 37926 12 38181 13 38437 12 38692 13 38947 14 39191 8 39203 14 39445 12 39458 14 39700 28 39955 28 40209 29 40465 29 40720 29 40976 28 41232 26 41487 24 41743 23 41999 23 42255 23 42512 23 42768 22 43025 21 43281 20 43538 17 43795 14 44052 12 44309 10 44567 6 44825 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,52001 7 52255 11 52510 12 52765 14 53020 15 53276 15 53531 16 53787 16 54043 16 54298 17 54554 17 54810 18 55066 20 55322 22 55579 21 55835 22 56093 1 56097 17 56354 16 56611 16 56867 16 57124 15 57380 15 57637 13 57894 12 58151 10 58407 10 58662 12 58917 16 59172 19 59428 19 59683 21 59939 21 60195 22 60451 22 60707 22 60963 21 61219 21 61475 20 61731 20 61988 18 62244 18 62501 16 62758 14 63014 13 63270 13 63525 14 63780 15 64036 15 64291 17 64547 18 64802 20 65058 20 65315 20
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9767 3 10021 8 10275 12 10530 14 10786 15 11041 16 11297 17 11552 18 11807 19 12062 20 12318 21 12573 22 12829 23 13085 22 13342 21 13598 21 13854 21 14111 20 14367 20 14624 18 14880 18 15136 17 15393 16 15649 15 15906 12 16162 10 16419 8 16677 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28965 3 29219 7 29474 8 29730 9 29985 10 30241 10 30497 11 30753 11 31009 12 31266 11 31522 11 31778 11 32035 9 32291 9 32549 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46389 5 46643 9 46897 12 47151 15 47405 17 47661 18 47916 19 48172 19 48428 18 48684 18 48940 17 49196 17 49452 17 49709 16 49965 16 50222 15 50478 14 50735 13 50991 13 51248 12 51505 11 51762 9 52020 7 52278 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20274 3 20528 7 20782 10 21038 10 21293 12 21549 12 21805 12 22061 12 22317 12 22573 12 22830 10 23086 10 23343 8 23601 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,37952 4 38206 8 38461 9 38716 11 38972 11 39227 12 39482 14 39737 15 39993 15 40248 16 40504 16 40759 17 41015 17 41270 18 41526 18 41781 18 42037 18 42293 17 42549 16 42806 14 43062 13 43320 9 43579 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,26181 4 26435 8 26691 9 26946 11 27202 11 27459 11 27714 12 27970 12 28226 12 28483 11 28739 10 28996 9 29252 8 29510 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,27256 7 27510 12 27764 16 28019 18 28274 19 28530 20 28785 21 29041 20 29297 20 29553 19 29809 18 30066 17 30322 16 30579 14 30836 12 31093 10 31350 8 31608 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,4730 1 4984 5 5239 8 5494 11 5749 14 6005 15 6260 16 6516 17 6773 16 7029 16 7286 15 7542 15 7797 16 8053 16 8309 16 8565 16 8822 14 9078 14 9335 11 9593 8 9852 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20110 5 20362 11 20616 14 20871 15 21127 16 21382 18 21638 18 21893 20 22149 20 22404 21 22660 20 22916 20 23173 18 23429 18 23686 16 23942 15 24200 11 24459 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2706 2 2960 6 3215 8 3471 9 3726 11 3982 12 4238 13 4494 14 4750 14 5007 14 5263 16 5520 15 5776 16 6033 16 6290 16 6547 15 6804 15 7062 13 7322 8 7579 7 7836 5 8094 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9634 3 9888 11 10143 14 10398 16 10654 16 10909 18 11165 19 11421 19 11668 3 11676 21 11922 31 12177 31 12432 32 12688 31 12943 32 13199 21 13223 6 13455 20 13481 2 13710 20 13966 20 14222 19 14478 19 14735 17 14991 17 15248 15 15506 13 15768 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,154 15 411 13 667 13 924 11 1182 7 1442 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,30125 2 30379 6 30634 9 30890 9 31145 11 31401 12 31656 14 31912 14 32168 15 32423 16 32679 16 32935 16 33191 16 33447 15 33704 14 33960 13 34217 11 34473 10 34731 7 34989 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,15796 6 16050 10 16305 11 16560 13 16814 16 17069 18 17325 18 17580 20 17836 20 18092 20 18348 20 18605 18 18861 18 19118 16 19375 14 19633 11 19890 9 20148 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,21937 2 22191 6 22446 9 22702 11 22957 13 23213 14 23469 15 23724 17 23980 17 24236 18 24492 18 24749 17 25005 17 25262 15 25518 15 25776 7 25786 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,5049 3 5303 7 5558 9 5813 11 6069 16 6324 19 6581 20 6837 20 7094 20 7351 18 7608 17 7864 16 8120 15 8377 14 8633 8 8643 2 8890 5 9148 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,193 18 448 19 705 17 961 17 1218 15 1476 12 1734 10 1991 8 2248 6 2506 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,13270 3 13524 7 13778 10 13789 4 14032 19 14287 21 14543 22 14798 24 15054 25 15309 27 15565 28 15821 29 16077 29 16333 30 16590 29 16846 30 17103 29 17359 29 17616 29 17873 28 18129 28 18387 26 18645 23 18905 19 19166 13 19423 12 19680 9 19938 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,25558 3 25812 7 26066 10 26320 14 26575 16 26831 18 27086 19 27342 20 27598 20 27854 20 28111 19 28367 19 28623 19 28880 18 29136 17 29393 16 29650 14 29907 12 30165 8
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,40152 4 40406 9 40661 12 40915 15 41170 16 41426 17 41681 18 41937 19 42193 19 42450 17 42706 17 42964 1 42966 14 43223 13 43479 13 43736 12 43992 12 44248 11 44503 12 44759 11 45015 9 45272 6 45528 5 45786 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,8411 5 8665 9 8920 12 9175 14 9430 16 9685 17 9941 18 10196 19 10452 19 10708 19 10964 19 11221 17 11477 17 11734 15 11990 13 12247 10 12503 7 12761 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2273 4 2527 9 2783 11 3038 13 3294 13 3549 15 3805 15 4061 16 4317 15 4572 16 4829 15 5085 14 5342 13 5600 10 5858 2 5862 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,62435 6 62689 10 62944 13 63200 14 63455 15 63711 16 63966 17 64222 18 64478 18 64734 19 64990 18 65246 18 65503 16
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,31977 10 32231 14 32486 15 32740 18 32994 19 33249 20 33505 20 33760 21 34016 21 34273 19 34529 19 34786 17 35043 16 35299 16 35556 14 35812 14 36069 11 36327 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,47850 1 48104 7 48359 10 48613 13 48869 14 49124 16 49380 16 49636 17 49892 17 50148 18 50404 18 50660 18 50915 19 51172 17 51428 17 51685 14 51942 12 52199 10 52457 7 52716 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20211 1 20459 11 20713 15 20969 15 21224 17 21480 17 21736 18 21992 18 22247 19 22503 19 22759 19 23015 19 23271 19 23528 18 23784 17 24040 17 24297 15 24553 13 24810 10 25067 8 25325 5 25583 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,38384 5 38637 10 38891 14 39146 16 39401 17 39657 18 39912 20 40168 20 40424 21 40680 21 40937 20 41193 20 41450 19 41708 17 41970 10 42227 9 42485 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9462 4 9716 8 9972 9 10227 11 10483 11 10739 12 10995 13 11252 13 11508 13 11765 12 12021 12 12279 10 12537 8 12795 4
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,47626 5 47880 9 48136 9 48391 11 48647 11 48902 12 49158 12 49414 11 49670 11 49927 9 50183 9 50440 7 50698 3
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,28170 2 28424 7 28680 9 28935 11 29191 11 29448 11 29704 11 29962 9 30219 8 30476 6 30733 5 30991 1
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,9769 10 10023 14 10277 16 10533 17 10788 19 11045 18 11301 19 11559 17 11818 13 12078 9 12336 5
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,35124 4 35378 8 35634 9 35889 11 36145 11 36401 12 36657 12 36913 12 37169 12 37426 10 37682 10 37939 7 38197 3
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,45629 2 45883 6 46138 8 46393 10 46649 11 46904 12 47160 13 47416 13 47672 13 47929 12 48185 12 48443 1 48446 6 48703 5 48961 1
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,20292 4 20546 8 20801 10 21057 10 21312 12 21568 12 21824 12 22080 12 22336 12 22593 10 22849 10 23106 8 23364 4
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,37459 1 37713 5 37968 6 38224 7 38479 8 38735 7 38992 6 39248 5 39506 1
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,34053 2 34307 6 34561 9 34817 9 35073 10 35329 10 35585 10 35841 10 36097 9 36353 9 36609 7 36865 4
